tweetid,status,created_at,userid,nickname,status_count,verified,verified_type,follower_count,gender,rank,reposts_count,like_count,follower_count,follow_count,comments_count
4089846287255104,【辱母杀人案中的天使与魔鬼】自从高利贷不再被入刑，而只是由法院来进行民事层面的调整之后，高利贷就跟脱缰的野马一样，失去了控制。有高利贷，就会有暴力追债。高利贷和暴力追债相伴而生。光靠公安有限警力的打击，暴力追债现象是不可能杜绝的，甚至是不会减少的。最高院取消高利贷入刑，并不是心血来潮，因为在那之前，早就有自由派学者，在为高利贷正名，其中最有名的是茅于轼。网页链接,Mon Mar 27 09:40:03 +0800 2017,4089846287255104,海疆在线,31900, true,5,471714,m,35,49,25,471714,1147,13
4089542753763798,#刺死辱母者被判无期# 最高检察介入！ 一场舆论压力下阶段性果实。 ​,Sun Mar 26 13:33:54 +0800 2017,4089542753763798,O2O头条,11172, true,3,1831042,m,37,14,88,1831042,1245,18
4090260197965257,#刺死辱母者被判无期# 这群人究竟要干什么？我们说，南方周末是良心报纸，他们就立马说它是反社会、反人性的报纸。那么，这报纸也是党报，更是在当地党委领导下办报的报纸，怎么不去直接追责？我们说，通过报道，我们认识到了真实的中国。他们立马就会说，难道现在还不如国民党？我们说，看到了金融资本高利贷的为非作歹，他们立马说这是迎合美国阴谋。我们说，我们需要法律公平，就正当防卫做出正确的的判决，他们立马说我们被蒙蔽了，于欢父母都是骗子，也是高利贷者。我们反思一下这个事情，说几句批判。他们立马就说这事想出门、准备狂欢的大V。这群人是什么人呢？代表人类掌握宇宙真理？那么这群王八蛋，既然这么有能耐，怎么不能预防悲剧的发生呢？奇怪了这群怪兽，生活在火星专门来到地球中国，专业从事逗逼的吗？,Tue Mar 28 13:04:47 +0800 2017,4090260197965257,湘人李,6380, true,0,13111,m,38,4,26,13111,388,7
4089751928262480,#刺死辱母者# 易中天说:我支持刺死辱母者的当事人于欢无罪。理由居然是“血性男儿哪有罪？刺死辱母者既是正当防卫，更是见义勇为！” 个人感觉下一步于欢至少得被捧成“感动中国”。 ​,Mon Mar 27 03:25:06 +0800 2017,4089751928262480,韩中锋,405, false,-1,1469,m,30,30,46,1469,927,23
4089829925318810,#刺死辱母者# 易中天：血性男儿哪有罪？续人民日报评辱母杀人案之后，易中天又发声，支持无罪，我也赞同易先生看法，你们怎么看？ ​,Mon Mar 27 08:35:02 +0800 2017,4089829925318810,百姓股神,12605, true,0,9705,m,29,49,134,9705,5809,59
4089512365744398,【最高检调查#刺死辱母者# 案 调查警察是否失职渎职】​​​​最高检表示，已派员赴山东阅卷并听取山东省检察机关汇报，全面审查。依法审查认定于欢的行为属于何种性质，对媒体反映的警察在此案执法过程中存在失职渎职行为，将依法调查处理。 参与讨论：刺死辱母者 ​,Sun Mar 26 11:33:09 +0800 2017,4089512365744398,头条新闻,123983, true,3,51847813,f,42,257,541,51847813,909,708
4089649460297141,#辱母杀人案# 山东儿子刺死辱母者被判无期你怎么看？你觉得于欢案件判决合理吗？#于欢事件# ​,Sun Mar 26 20:37:57 +0800 2017,4089649460297141,焦作身边事,3731, true,0,139076,m,31,5,20,139076,150,17
4089803195018276,#辱母杀人案#我们所理解的“努力让人民群众在每一个司法案件中感受到公平正义”，肯定不是在让人民群众弄懂了所有法律术语、法律理论之后再去感受公平正义。法律职业特别是握有法槌的法官只有认真正解法律中的政治诉求、道德诉求、人心诉求和其他相关因素，或者说是领会了在这些诉求之下的法律，才算是真正掌握了“法律”的真实含义了。【“辱母杀人”案追踪】最高法公号发文：又一堂全民共享的法治“公开课”,Mon Mar 27 06:48:49 +0800 2017,4089803195018276,长春于玲,16089, true,0,33367,f,35,3,7,33367,840,5
4090905222701738,辱母案双方家庭现状：于家捐款不断，杜父：杀人偿命，我信法律￼03-29 18:26山东聊城的“辱母杀人案”引发舆论爆炸已有多天。这些天以来， 不论是刺死讨债者的被告于家，还是被刺死者的原告杜家，他们现在过着怎样的生活？他们都有什么话要说？昨天，环球时报英文版记者专门前往山东聊城冠县，跟这两家人分别见了面。“于家：获得社会同情 捐款不断”23岁的于欢为维护母亲尊严而诉诸暴力，此事在以孝为先的齐鲁大地，获得许多人的同情。聊城冠县城郊的源大工贸自去年12月份停工，昔日曾有五六十名工人，如今只剩于欢的姑姑于秀荣一人看守厂房。￼在于欢案庭审的当日，苏银霞因涉嫌非法集资被聊城警方拘捕看押至今，她丈夫于西明也随即消失。于秀荣称，警方告诉她，于西明正被通缉。采访当天，于秀荣接到公安局的电话让她去公安局谈谈情况，她说自己不敢去，挂了电话就哭了。￼于欢的姑姑于秀荣近几日，常有本地和外地居民前来，向于秀荣表示关心，有些专程从外地赶来为于欢捐款。在记者采访当天，至少有三拨人找到于秀荣表示要给于欢捐款。28日上午，一名不愿透露姓名的软件行业企业家开车从北京连夜赶到聊城。这位北京的捐赠者不愿透露具体的捐赠数额，只说在1-10万之间。他说一开始想把钱支付给律师殷清利，但殷打算无偿代理此案。“所以我们想不管二审怎么判，肯定会有民事赔偿。如果前期赔偿到位，对二审也有利。”一审判决书显示，于欢需要对死伤者支付八万左右的民事赔偿。“如果赔偿用不完，以后也可以用于于欢的个人发展。”在采访的过程中，不时有市民进来表示对于欢的同情和对“辱母者”的愤慨。其中一位向于秀荣手中塞了一叠人民币，尽管于秀荣再三要求，他仍拒绝留下姓名和联系方式。“被刺身亡者的父亲：“杀人偿命！””被刺死的杜志浩育有一男三女。杜志浩用侮辱的方式向于欢的母亲苏银霞讨债被于用水果刀捅伤，杜在自行前往医院就医的过程中失血过多死亡。杜志浩死后，两名7岁的女儿与杜的妻子居住在冠县县城，同为5岁的一男一女由杜志浩的父亲，61岁的杜洪章和老伴照看。正值下午放学时间，杜洪章骑电动车从幼儿园接回两个孩子。老杜不敢跟孩子说实情。“我就说他爸爸到外边打工了，去外国打工了。”￼杜志浩的父亲杜洪章用电动车接送两个孩子谈到于欢的案子，杜洪章53岁的老伴情绪很激动，不愿多说，杜洪章则坚持儿子死的冤枉。“杀人偿命！我相信法律，法律文件都在那摆着，”他说。他说自己的孩子是“好孩子”，对方（于欢）家财大气粗。他对于即将到来的二审，杜说，“不管几审都一样。”杜洪章的老伴患有心脏病，经常吃药，最近也常不舒服。把放学的孙子孙女接回家后，杜父骑上电动三轮车载着老伴去医务室了。,Thu Mar 30 07:47:53 +0800 2017,4090905222701738,背月行空,1223, false,-1,1766,m,13,1,6,1766,7804,0
4089669211897564,【刺死辱母者案 聊城将调查警察不作为】于欢故意伤害案经媒体报道后，聊城立即针对案件涉及的警察不作为、高利贷、涉黑犯罪等问题，已全面开展调查。#大兵简评# 刺死辱母者案引起举国公愤，连最高检也提前介入，聊城将调查警察不作为及涉黑犯罪，也算公愤下即动，闻愤而动总比死也不动好！拭目以待！ ​,Sun Mar 26 21:56:25 +0800 2017,4089669211897564,至诚大兵,85372, true,0,143185,m,40,269,378,143185,1985,393
4089622311531069,【热议｜母亲欠债遭11人凌辱，儿子情急刺死1人被判无期！进展：最高检这样回应】这几天，山东一起辱母杀人案在朋友圈刷了屏。血案发生于2016年4月14日。催款人杜志浩脱下裤子，用极端手段污辱苏银霞——当着苏银霞儿子于欢的面在11名催债人长达一小时的凌辱之后…情急之下的儿子摸出一把水果刀乱捅，催债人员杜志浩被捅死。#刺死辱母者被判无期# 热议｜母亲欠债遭11人凌辱，儿子情急刺死1人被判无期！进展：...,Sun Mar 26 18:50:03 +0800 2017,4089622311531069,三湘都市报,71652, true,3,3603540,m,42,5,18,3603540,2093,15
4093817634392804,辱母案二审。我觉得当地法官公安和黑社会各种勾结。在山东一手遮天。如果这件事没被媒体揭发。我想于欢最好的结果就是无期了吧？黑社会分子还提起上诉？自己怎么还有脸上诉呢？无法想象当地是有多黑暗。而且于欢当时没有杀人的意愿。只是被逼无奈。被监视一天和非法拘禁还当众辱母？我想是个人都忍不了吧。我觉得错在于公安法院黑社会。希望二审能给广大民众一个满意的答复吧#刺死辱母案二审#,Fri Apr 07 08:40:46 +0800 2017,4093817634392804,史岩1018,634, true,0,1987,f,20,0,0,1987,277,0
4090400602400409,#女网警说# 我回答了 @都叫我小帅但是我不小 的问题，问题价值￥1.99，大家快来花1元围观~ 微博问答 ​,Tue Mar 28 22:22:42 +0800 2017,4090400602400409,传说中的女网警,33919, true,0,2310951,f,47,6,8,2310951,3075,20
4089607399835732,#刺死辱母者被判无期# 这两天于欢案被炒得沸沸扬扬，来谈谈我的想法。最先引起我关注的，是这样一句话：原告方和被告方对一审宣判均不服上诉。这让人一时间有些摸不清头脑，为什么两边都会不服从判决结果呢？原告觉得无期太轻要被告杀人偿命，而被告又觉得自己是正当防卫，判罚太重。双方在结果上互不相让，有趣的是法院的判罚反而是折中了。先说说这位母亲。整个事件的根本原因是高利贷。很多人都忽略了新闻中提及的高利贷月利率，10%绝对不是一个小数目。作为一个正常人，在不到万不得已的情况下，应该是不会触碰这样的渠道的。换句话说，既然借了，就已经迈出了违法的一步，相应的后果和不受法律保护的风险也应该做好承受的心理准备。对比一下之前的女大学生裸贷门，因为没有及时偿还高额债务而被放贷者将私密信息通通公之于众，那时的舆论更多的是在指责这些受辱女子的爱慕虚荣和丧失理智，在没有还款能力的情况下掉进高利贷无尽的深渊，搭上了自己的一切物质和名誉。那这一次呢？单从借贷的角度来讲，我并不同情这位母亲的境遇。再说说原告方。民间私贷本身就是违法行为，放贷者的存在也早已不是什么新鲜事。和黑社会组织相勾结，做着违法犯罪的勾当，因私自放贷而死就更没什么值得同情的资格。所以在盼着被告死刑的判决之前，原告这群放贷者以及黑社会势力不如先坦白和处理一下自己身上的罪行？再谈谈公安民警（整个事件的真实性只有调查结果能够说明，因此其他东西我们暂时先不去谈论。）。现今能让大众观点统一的是，民警的不作为将事件向着最坏的结果用力地推进了一大截，逼迫着于欢做出了最坏也是最无奈的选择。公安在处理纠纷事件中的威信与作用在此之后瞬间垮塌，而警方微博上对网友的暗讽和之后的澄清又让事情更加迷茫。因此，最高检察院专员优先调查警方失职渎职的选择在我看来，要点一个大大的赞。单独说说于欢。这个小伙子在和我们差不多年纪之时，经历了这样不堪回首的事情。母亲借贷受辱，地痞咄咄逼人，民警不闻不问，呼天抢地无人回应，到最后只能用鲜血和利刃了结一切，刺穿了对方的胸膛，也刺破了自己的未来。——在法治社会的今天上演了一幕古代英雄的悲剧。整个事件经过多日的传播之后，细节处是否有谣言和舆论的添油加醋不得而知（已经有几位谣言制造者被警方逮捕，真是唯恐天下不乱）。添油加醋造出来的细节虽小却暗藏着巨大的舆论导向，很容易就让观众代入自身产生愤怒感。而愤怒的相互传染让舆论拥有了更加强大的力量，一种足以挑战和僭越法制的能量。其中当然不乏有一些人又开始拿着社会体制说事——每一次重大事件中总能看到他们的身影，所以也就见怪不怪了。在事件的调查结果出炉之前，我觉得没有必要在网络上散布更多无谓的愤怒。事件被大众关注并能快速解决当然是好事，但要警惕的，是舆论绑架司法的公正性。白岩松在自传《痛并快乐着》里讲过一个张金山的故事：因为民众的愤怒法院判处张金山死刑，判决书里出现了“不杀不足以平民愤”这样的字眼。很多网友都是单纯的善良的追求正义的，但是对事件的观点有时过分源自于媒体，而这个时代的消息来源鱼龙混杂。回想一下，之前多少次事件的前后180度大逆转，不要让自己的愤怒遮蔽双眼，不要让大众的舆论变成了别有用心者手中的武器。于欢因为护母杀人失去了自由，他的母亲因为借贷失去了物质和尊严，放贷者失去了赚钱的渠道，为首的黑社会丢了性命，处理此事的公安失去了公信力。而作为看客的我们，失去了对很多东西的信任。在整个事件中，没有人是赢家。愿案件能得到上级的重视，也能获得法院公开公正的处理🙏。 长春·吉大南校（商圈）,Sun Mar 26 17:50:49 +0800 2017,4089607399835732,PpomoPilgrim,294, false,-1,78,m,14,1,12,78,140,1
4089494740841115,#刺死辱母者#，大家怎么看待这件事情？我觉得于欢并没做错什么，当被辱者是自己的母亲我依然会这样做！都说中国是我们的母亲，如果被其他国家凌辱了呢？难道要忍让？？？ ​,Sun Mar 26 10:23:09 +0800 2017,4089494740841115,广中医I栋,125274, false,-1,49909,m,41,1,16,49909,60,81
4106540476689652,很喜欢#喜马拉雅#上睡前读本好书的节目《刺死辱母者：如果保护母亲有错，我愿意一错再错》，一起听听吧! 刺死辱母者：如果保护母亲有错，我愿意一错再错 ​,Fri May 12 11:16:48 +0800 2017,4106540476689652,橱窗的那一片光,149, false,-1,275,f,21,0,0,275,300,0
4089980940249762,中国的脊梁社会的良心，支持易教授#辱母杀人案#我只想表达一种感觉：我们这个社会，总是对坏人太好，对好人太坏！故事里，传唱千年的是：一辈子做好人，需要经历九九八十一难；而坏人半世作恶多端，到头来，只要放下屠刀就可以了！ ​,Mon Mar 27 18:35:07 +0800 2017,4089980940249762,丿小嬌,112, false,220,939,f,19,3,7,939,176,0
4089570935002512,#人民日报评辱母杀人案#除了这个案子判决的是否正确，更应该去查一查当地的警察系统内部，为什么高利贷这个猖狂？为什么当年肇事者还可以活得这么多姿多彩？ ​,Sun Mar 26 15:25:53 +0800 2017,4089570935002512,努力努力再努力的卷,9779, false,-1,299,f,32,2,59,299,304,3
4094601926608126,辱母案里的追债者为什么现在被抓了而且还涉黑？在案件发生之前当地政法部门就没有发现他们的黑社会性质组织的违法犯罪行为?如果不发生这个案件那么这些黑社会性质组织人员又会不会被抓呢？ 菏泽·单县 ​,Sun Apr 09 12:37:17 +0800 2017,4094601926608126,YX亅Q,60, false,-1,85,m,10,0,1,85,141,0
4089594368725072,呼~辱母杀人案，辱母者在伤人者面前侮辱她母亲……伤人者判无期，真可怜。呼~伤人者的母亲是女老板，欠了高利贷。辱母者是要债人。欠债还钱不应该？不然怎么对付老赖。呼~高利贷还存在就合理咯？呼~受辱母亲有大量银行欠款，借高利贷本身就不是什么好鸟，碰高利贷主动作死！呼~辱母者用生殖器羞辱女老板强迫她口交！呼~辱母者只是脱下裤子侮辱人并没有强制口交。呼~警察说“要债可以不要伤人”，有渎职嫌疑。呼~南方系的报道也能信？警察当时并没有走只是去室外了解情况。呼~根据官方透露证词，伤人者曾经试图逃离房间被阻拦，而警察当时就在屋外。呼~明知道警察在外面还伤人，怎么能算防卫？呼~辱母发生在下午，伤人发生在晚上，伤人者根本不算护母就是伤人。呼~防卫到底怎么定义？预判会被殴打自卫也算伤人？呼~这分明是激情犯罪根本不能算防卫，你们再辩小心变成蓄意伤人判更重。呼~杀一人（人是活着走出受害地点，在路上各种耽误，足够到医院没的）伤三人，量刑还算合理了……我的微博首页，东风吹一波，西风吹一波，一波一波一波波……每个人都好想很客观，但发言看完全是立场不过又一次生动的“屁股决定脑袋”。这风吹的，糊我一脸，风中凌乱我现在谁说的也不听了，就等着看最高检察院的调查结果了,Sun Mar 26 16:59:01 +0800 2017,4089594368725072,风小餮tie,29695, true,0,261758,f,41,51,222,261758,585,173
4090228895484640,"【无限防卫权】#刺死辱母者被判无期#有自称律师的在微信群说,掏出生殖器不一定是强奸（当然,于欢错过这一时机）,拿出枪也未必要杀人,所以不能行使无限防卫权。真是笑话,难道受威胁一方还要去分析犯罪方的主观心理,再作回应？能否行使无限防卫权（或普通防卫权）,只需按照普通人面临威胁时的正常反应即可．．．．．．",Tue Mar 28 11:00:24 +0800 2017,4090228895484640,重庆雷登峰律师,10831, true,0,13205,m,37,9,26,13205,2019,7
4089596331232247,新华社：“刀刺辱母案”评论上亿条，请珍惜民意-凤凰新闻。新华社：与其说是公众关心于欢，不如归结为人们从于欢身上看到了自己。 新华社：“刀刺辱母案”评论上亿条，请珍惜民意 ​,Sun Mar 26 17:06:49 +0800 2017,4089596331232247,海南大学黄海宁,20386, true,0,56779,m,42,6,25,56779,1671,9
4089492640259265,美国法律强调依顺人性，会反复推敲当事人的处境和状态，不会死守法条。霍姆斯大法官的这一句话可谓是至理名言：“面对一把举起的刀，不可能要求一个人进行冷静的思考。”（“辱母案”中美判案的巨大区别！）“辱母案”| 中美判案的巨大区别！！ ​,Sun Mar 26 10:14:47 +0800 2017,4089492640259265,鱼儿LR,2270, false,-1,286,f,29,2,4,286,134,1
4090179931811901,网民就像是电影观众，因为每天期待着被煽情，所以关注的是个案情节和惊人的细节。他们在不小心做了充满正义的群众演员时忘记了这个个案只不过是官商及权力机构抱团获利的一个特例。#刺死辱母者##于欢案判决书# ​,Tue Mar 28 07:45:50 +0800 2017,4090179931811901,天涯旅人YC,10846, false,-1,5354,m,35,6,45,5354,153,12
4097490972090589,济南“环保部督查组执法被非法扣留”事件证明#刺死辱母者案# 中于欢母子确实被绑架。济南此案环保部督查组在警察来了之后即得以脱身，还是认定被非法扣留。那么于欢母子在警察来了之后仍不得脱身，显然更是被非法扣留了，很有防卫的正当性和紧迫性。同在山东望公平 环保部督查组在济南执法被锁门扣留 济南连夜处理 @铁流本尊 ​,Mon Apr 17 11:57:17 +0800 2017,4097490972090589,老工V,15191, false,-1,2449,m,22,1,0,2449,2266,1
4091081404054403,最近一两年，民间借贷公司频频传出极端事件：山东辱母案、裸贷、校园贷等。目前的所谓民间借贷公司基本都是高利贷。高利贷自古以来都是吸血鬼。为什么很多人明白这点，还要去借呢？除了少数迫不得已的，大部分都是心态不对的。很多人特别是学生，从一开始就想着关手机、玩失踪、不还钱的。 ​,Thu Mar 30 19:27:58 +0800 2017,4091081404054403,靠nb昵称,243, false,-1,37,m,9,2,0,37,83,2
4089575183380030,#刺死辱母者# 济南公安已回应，发博者非值班民警，是未经批准的行为。真是奇闻，本来不关济南公安的事，居然莫名成了焦点。这也就算了，挺好一个社会新闻话题，竟演变成斗图大会，真让人哭笑不得。 永城市 ​,Sun Mar 26 15:42:47 +0800 2017,4089575183380030,陈新建,27070, true,0,27148,m,38,9,12,27148,3923,5
4090532524941206,你们有没有发现，辱母案一下子又消失在我们视线了。没有人报道后续，也没有更多讨论。热点蹭完了，媒体都去搞别的热点了。前几天检察院的调查小组，查出啥了？ ​,Wed Mar 29 07:06:55 +0800 2017,4090532524941206,ms_que,5515, false,220,768,f,27,1,3,768,305,0
4101379121443949,流氓式的保护了流氓们耍流氓的权利！我居然第一时间联想到了辱母案 ​,Fri Apr 28 05:27:25 +0800 2017,4101379121443949,向天再借伍博年,975, false,-1,72,m,9,0,0,72,303,0
4093081298560428,问：历史上出现过哪些现代人看起来无法理解的法律制度？过去几日，辱母案中的判决引发了许多人的争议，很多人希望法律制度能更加人性化和合理化，那么在历史上是否有一些法律制度，在如今的人眼中看起来是无法理解的？答：1．写字潦草罪。凡文章写得不知所云，满嘴胡吣的，收佩刀，撤席位，滚一边儿去。凡写字潦草，跟鸡挠的似的，罚喝墨水一升。《隋书·仪礼志》 2．养猪罪明朝正德皇帝朱厚照因为自己属猪，下令民间不得养猪，但由于他自己喜欢吃猪肉，所以下了内部批示：“其实可以养猪。” 3．疯子病发违禁章太炎满含热忱，情绪波动很大。被袁世凯软禁期间，天天骂康有为，变着花样骂。在家贴了个告示，具体怎么写的我忘了，总之大概是这个样子的：康党与狗禁止入内。得知袁世凯准备称帝，于是带着正义感去了趟总统府。满地打滚，嚎啕大哭。把袁世凯气炸了。当然要抓他。咋办呢？安了个罪名——疯子病发违禁。其实就是“神经病复发扰乱公共秩序罪”。 4．放洋屁罪文革期间乱法，荒唐的罪名数不胜数。某医院科室主任精通五门外语，给医生们上课时用了外语。扣上个帽子——反革命放洋屁罪。某男梦见和厂子里的女工羞羞，第二天跟工友吹牛逼。结果女工臊得上吊自杀了。当时基本上算是没法律，罪状都得原创。扣上个帽子——反革命梦奸罪。 5．想犯法罪汉武帝时有个奇葩刑律：腹非。也叫腹诽。这条可以直接弄死想弄死的人，因为虽然你没这么说，但你一定是这么想的。 6．定制罪法国的旧社会，领主的日子过得很爽。他们享有各种令他们自己赏心悦目的特权，比方说droit de cuissage（初夜权）、droit de ravage（随意破坏自己领地任何东西的破坏权）、droit de prélassement（臭脚丫子放农奴开肠肚里的温暖权）。 7.  养廉罪清朝实行养廉银制度。因为前明官员的工资太低了，当官不是你自己办公，你得雇员工啊。幕友师爷、门房仆役，政府不管，您自己掏钱雇，小县二三百人，大县甚至几千人，自己出钱。每月四十五两银子，都不够正常五六天的花销，为了保证官员清廉，所以除了工资以外，必须有其他补贴，不然都得穷得跟海瑞家似的。于是到了清朝初年，连补贴都给免了，导致官员根本就他妈的食不果腹，只能使劲贪，往死里贪。到康熙年，无官不贪，康熙本人也不反对官员贪，因为不贪真的会饿死。康熙知道这事儿，官员也摸清了康熙的态度：可以贪，少贪。官员贪污，可以从各地的赋税和火耗里抠。所谓火耗，就是折损费，是的，让你纳一百斤粮，你纳一百斤就够了么？老鼠吃不吃？麻雀啄不啄？这就是火耗。于是，明明只有八成损耗，往上报五成，自己留三成，真是赚大了。终于，雍正看不下去了，火耗归公，再设养廉银。养廉的银子，就是希望能让官员的收入增加，别再贪污。台湾巡抚刘铭传年薪155两，养廉银则达10000两。但情况不如人意。该贪的还是贪。三年清知府，十万雪花银。明朝的严苛法令不能养廉，清朝初年的低薪不能养廉，清朝中后期的高薪也不能养廉。真是“哔”了狗了。 8.  改嫁罪《元典章·典章十八·户部卷之四》命妇夫死不许改嫁。 9.  殉情罪印度教的规矩，导致印度曾盛行殉夫。也不知道是关笼子里的鸟认为飞翔是一种罪，还是真的被逼无奈，总之天天都有跳火自焚的，临终都说去找她丈夫去了。此跳甘之如饴。此跳如沐春风。葬身火海，虽死犹荣。英国统治期间，英国严令禁止寡妇殉夫，遭到了印度人民顽强的反抗。印度妇女上街游行，强烈要求归还妇女殉夫的权利。虽然出台了法律，但到现在还有殉夫的。 10. 原罪隋文帝实行过一段时间的一文弃市，就是偷一文钱者死，偷粮一斤者亦死。本质上就是想把道德层面的东西并入法律。结果真行动了。曾有三个小伙子口渴偷了个瓜吃，均坐法死。最终导致天下大乱，大家破罐子破摔，脸也不要了，都去当了盗贼。因为毫不夸张地说，基本上全天下没一个好人了。隋文帝就是想建立个没有贪污，没有偷盗，没有欺骗和不道德行为的理想国，跟那个不能描写的主义的原理和想法是一样的，必要的时候，可以试图通过暴力手段实现。结果呢？结果一群盗贼劫持了一名高官，看起来，这伙盗贼的确是一群知书达理的人。大家让高官给隋文帝带个话：我们一不为财，二不劫色，只想让你捎个话。就！因！为！现！行！的！破！法！闹得天下大乱，人心惶惶！回去告诉皇帝，自古以来，立法谨慎，法有尺度，从没听说过偷一文就弃市的。话捎到了，什么都好说，要是没捎到，你们就等死吧。隋文帝终止了一文弃市，及时改正了治国的错误。,Wed Apr 05 07:54:51 +0800 2017,4093081298560428,高_十八,392, true,0,174,m,27,0,1,174,257,0
4108153031357622,今天听了很多事，结合一下以前遇到过的事情。以后千万不要打110找警察。类似辱母案的事情，其实原来身边也有。尽量花钱找到人摆平，千万不要找警察。 ​,Tue May 16 22:04:31 +0800 2017,4108153031357622,随遇而安的猫囡,7412, false,-1,358,f,36,0,0,358,880,0
4090946762645308,这几天辱母案铺天盖地，我就纳闷了法院就只看到于欢的过错而看不到那些披着人皮的狼所做的吗？你要眼见母亲被羞辱的孩子，面对歹徒能够“正确处理冲突”？法律是依顺人性的，通过惩戒人彰显人性，而不是让人性受制于法律。如果连保护自己的母亲都是错的，那就让我们一起犯错，哪怕一错再错！ ​,Thu Mar 30 10:32:58 +0800 2017,4090946762645308,安妮的生活日记,118, false,-1,66,f,9,1,1,66,282,0
4091127974092408,于欢被释放的社会心理解析。#刺死辱母案# 济南·万达盛景苑 ​,Thu Mar 30 22:33:01 +0800 2017,4091127974092408,李新明_心理师,12501, true,0,4110,m,39,1,4,4110,339,4
4089669359018867,高利贷辱母案，大约看了几方论述。觉得这件事是好几个案子：非法放高利贷，非法借高利贷，非法纠集团伙去讨债，非法拘禁，债权人涉黑，警察有渎职嫌疑，加最后小伙子“防卫过当”。所以最后防卫过当怎么判，争议在于把最后一个案子看作“完全独立事件”，还是把几个案子串起来，用总体因果关系看。 ​,Sun Mar 26 21:57:00 +0800 2017,4089669359018867,屠龙的胭脂井,9457, true,0,132926,f,38,34,88,132926,511,77
4089604594122033,#人民日报评辱母杀人案#我突然想创建一个民间组织，这个组织里面有律师，有摄像，有安保人员。当然人人可以参与选拔，但是需要经过严厉的面试基础。这个民间组织散落全国各地，当执法人员不作为的时候，请给我们打电话。我们会第一时间到现场进行处理。最起码保护那些该保护的人。当然这个组织也接受法律监管。@国务院 @中国反贪反腐微博,Sun Mar 26 17:39:39 +0800 2017,4089604594122033,疯狂家王小明,41, false,-1,1854,m,20,1,27,1854,263,35
4090116018598682,加拿大“辱母案”，儿子杀人手法更凶残！法院判决却让人意想不到。。 ​,Tue Mar 28 03:31:52 +0800 2017,4090116018598682,爱城微博,12136, true,0,54527,m,39,15,11,54527,1828,17
4089599812941054,【山东受辱母亲为儿陈情书曝光：儿子是激情自卫】“刺死辱母者”的于欢的母亲在陈情书中称，“我的儿子在遭受长时间的凌辱折磨，又亲眼目睹母亲受辱受难的情况下激情自卫”。陈情书里还写了这些内容：山东受辱母亲为儿陈情书曝光 ​,Sun Mar 26 17:20:38 +0800 2017,4089599812941054,华商报,78560, true,3,8244935,f,42,872,1338,8244935,938,2135
4089629643031992,#辱母杀人案#【网友:写给济南公安的顺口溜】聊城警察真可笑，群众危难只会跑。母亲受辱怒火烧，于欢被迫举起刀。命丧黄泉讨债客，是你当初先作恶。豺狼横行人情薄，正当防卫不为过。这件案子依我看，警察渎职是关键。法院如此把案判，于欢堪比窦娥冤。 ​​​,Sun Mar 26 19:19:10 +0800 2017,4089629643031992,传播河南,14274, true,0,144829,m,38,19,15,144829,3804,9
4090358894031210,#刺死辱母者被判无期#    我不知道于欢到底有没有罪，或者罪有多重，但如果我是于欢，我也会为了自己母亲拼命！ 《母辱不卫，国辱何御！》 母辱不卫，国辱何御！ ​,Tue Mar 28 19:36:57 +0800 2017,4090358894031210,娱乐圈半仙,2166, true,0,471473,m,30,10,72,471473,356,13
4089891983875331,【相信法律会给“辱母杀人”案公平正义】虽然风声四起，政法人应当感谢舆论监督，因为阳光是最好的“防腐剂”；在鼎沸舆论面前，事实和法律仍应是司法工作者的“定海神针”；愿关切最终形成力量，让那位儿子有一个兼具“法理情”的结局。@中国普法@共青团中央 相信法律会给“辱母杀人”案公平正义 ​,Mon Mar 27 12:41:38 +0800 2017,4089891983875331,四川共青团,34548, true,1,627761,f,42,145,74,627761,4206,74
4100852060781477,#岗微锐评# 既然连辅警都这样维护自己的母亲，为何山东聊城辱母案中的于欢；却得不到某些警察的同情？ ​,Wed Apr 26 18:33:04 +0800 2017,4100852060781477,李岗的微博,6264, true,0,31318,m,32,2,3,31318,425,1
4089919717151283,在刚刚过去的这个周末，相信很多人的朋友圈都被一篇名为《刺死辱母者》的文章持续刷屏，今天推荐一部类似的电影，电影中的主人公克莱德亲眼目睹家人遭遇极端的羞辱而无能为力，悲剧发生后他寄希望于法律的公正裁决，想做一个“守法公民”全球最电影的秒拍视频（使用 #秒拍# 录制） ​,Mon Mar 27 14:31:49 +0800 2017,4089919717151283,全球最电影,9554, true,0,4959354,m,40,37,67,4959354,74,35
4090280103431130,回复流浪者 对博文【灵魂燃烧，身体融化】的评论：&quot;【转】杀辱母者案子中，死者杜的亲二哥在冠县检察院公诉科工作，吴学占的后台是县人大主任，有人问杜志浩的保护伞是谁？张杰律师 给出了答案：山东辱母案放高利贷的钱原来是公安局、检察院、镇政府人...&quot;查看原文：灵魂燃烧，身体融化 ​,Tue Mar 28 14:23:53 +0800 2017,4090280103431130,中国诗歌圈博客,2512, false,-1,615,m,25,2,1,615,144,1
